id,category,question,answer,url,confidence
632.0,technique,Quand contacter le support IT?,"Le support informatique est disponible du lundi au vendredi de 8h30 à 16h30, avec une permanence le samedi matin (9h-12h) pour les urgences.",/services/support-horaires,
633.0,technique,Heures assistance technique,"Le support informatique est disponible du lundi au vendredi de 8h30 à 16h30, avec une permanence le samedi matin (9h-12h) pour les urgences.",/services/support-horaires,
634.0,technique,Disponibilité service informatique,"Le support informatique est disponible du lundi au vendredi de 8h30 à 16h30, avec une permanence le samedi matin (9h-12h) pour les urgences.",/services/support-horaires,
635.0,technique,Planning support PC,"Le support informatique est disponible du lundi au vendredi de 8h30 à 16h30, avec une permanence le samedi matin (9h-12h) pour les urgences.",/services/support-horaires,
636.0,examens,Quels sont les documents autorisés pendant les examens?,"Seuls les documents explicitement autorisés par l’enseignant (ex. : calculatrice, tables de données) sont permis. Votre carte d’étudiant est obligatoire pour entrer en salle.",/etudes/documents-examens,
637.0,examens,Matériel permis aux épreuves,"Seuls les documents explicitement autorisés par l’enseignant (ex. : calculatrice, tables de données) sont permis. Votre carte d’étudiant est obligatoire pour entrer en salle.",/etudes/documents-examens,
638.0,examens,Règles sur les documents,"Seuls les documents explicitement autorisés par l’enseignant (ex. : calculatrice, tables de données) sont permis. Votre carte d’étudiant est obligatoire pour entrer en salle.",/etudes/documents-examens,
639.0,examens,Que puis-je apporter aux examens?,"Seuls les documents explicitement autorisés par l’enseignant (ex. : calculatrice, tables de données) sont permis. Votre carte d’étudiant est obligatoire pour entrer en salle.",/etudes/documents-examens,
640.0,examens,Autorisations pendant les tests,"Seuls les documents explicitement autorisés par l’enseignant (ex. : calculatrice, tables de données) sont permis. Votre carte d’étudiant est obligatoire pour entrer en salle.",/etudes/documents-examens,
641.0,international,Quels sont les frais pour un échange international?,"Les frais varient selon le programme (ex. : Erasmus+ couvre souvent les frais principaux), mais prévoyez environ 500 DT pour les démarches administratives et le voyage, hors bourse.",/international/frais-echange,
642.0,international,Coût d’un semestre à l’étranger,"Les frais varient selon le programme (ex. : Erasmus+ couvre souvent les frais principaux), mais prévoyez environ 500 DT pour les démarches administratives et le voyage, hors bourse.",/international/frais-echange,
643.0,international,Tarifs échange Erasmus,"Les frais varient selon le programme (ex. : Erasmus+ couvre souvent les frais principaux), mais prévoyez environ 500 DT pour les démarches administratives et le voyage, hors bourse.",/international/frais-echange,
644.0,international,Budget pour mobilité,"Les frais varient selon le programme (ex. : Erasmus+ couvre souvent les frais principaux), mais prévoyez environ 500 DT pour les démarches administratives et le voyage, hors bourse.",/international/frais-echange,
645.0,international,Prix programme international,"Les frais varient selon le programme (ex. : Erasmus+ couvre souvent les frais principaux), mais prévoyez environ 500 DT pour les démarches administratives et le voyage, hors bourse.",/international/frais-echange,
646.0,vie_etudiante,Y a-t-il des activités pour les familles des étudiants?,"Oui, une journée portes ouvertes annuelle invite les familles à visiter le campus, rencontrer les enseignants et découvrir les projets des étudiants, généralement en mars.",/vie-etudiante/activites-familles,
647.0,vie_etudiante,Événements pour parents,"Oui, une journée portes ouvertes annuelle invite les familles à visiter le campus, rencontrer les enseignants et découvrir les projets des étudiants, généralement en mars.",/vie-etudiante/activites-familles,
648.0,vie_etudiante,Journées familles ISET,"Oui, une journée portes ouvertes annuelle invite les familles à visiter le campus, rencontrer les enseignants et découvrir les projets des étudiants, généralement en mars.",/vie-etudiante/activites-familles,
649.0,vie_etudiante,Activités avec la famille,"Oui, une journée portes ouvertes annuelle invite les familles à visiter le campus, rencontrer les enseignants et découvrir les projets des étudiants, généralement en mars.",/vie-etudiante/activites-familles,
650.0,vie_etudiante,Rencontres familiales,"Oui, une journée portes ouvertes annuelle invite les familles à visiter le campus, rencontrer les enseignants et découvrir les projets des étudiants, généralement en mars.",/vie-etudiante/activites-familles,
651.0,inscription,Comment annuler mon inscription?,"Pour annuler, soumettez une demande écrite au service de scolarité avant le début des cours. Les frais payés ne sont remboursables que dans les 15 premiers jours (moins 50 DT de frais).",/admissions/annulation,
652.0,inscription,Retirer ma candidature,"Pour annuler, soumettez une demande écrite au service de scolarité avant le début des cours. Les frais payés ne sont remboursables que dans les 15 premiers jours (moins 50 DT de frais).",/admissions/annulation,
653.0,inscription,Annulation admission,"Pour annuler, soumettez une demande écrite au service de scolarité avant le début des cours. Les frais payés ne sont remboursables que dans les 15 premiers jours (moins 50 DT de frais).",/admissions/annulation,
654.0,inscription,Résilier mon inscription,"Pour annuler, soumettez une demande écrite au service de scolarité avant le début des cours. Les frais payés ne sont remboursables que dans les 15 premiers jours (moins 50 DT de frais).",/admissions/annulation,
655.0,inscription,Abandonner ma place,"Pour annuler, soumettez une demande écrite au service de scolarité avant le début des cours. Les frais payés ne sont remboursables que dans les 15 premiers jours (moins 50 DT de frais).",/admissions/annulation,
656.0,programmes,Quels sont les partenariats académiques pour les formations?,"L’ISET Sfax collabore avec des universités tunisiennes (ex. : ENIS Sfax) et étrangères pour co-développer des programmes, échanger des enseignants et valider des équivalences.",/programmes/partenariats-academiques,
657.0,programmes,Collaborations pédagogiques,"L’ISET Sfax collabore avec des universités tunisiennes (ex. : ENIS Sfax) et étrangères pour co-développer des programmes, échanger des enseignants et valider des équivalences.",/programmes/partenariats-academiques,
658.0,programmes,Partenaires académiques,"L’ISET Sfax collabore avec des universités tunisiennes (ex. : ENIS Sfax) et étrangères pour co-développer des programmes, échanger des enseignants et valider des équivalences.",/programmes/partenariats-academiques,
659.0,programmes,Liens avec autres institutions,"L’ISET Sfax collabore avec des universités tunisiennes (ex. : ENIS Sfax) et étrangères pour co-développer des programmes, échanger des enseignants et valider des équivalences.",/programmes/partenariats-academiques,
660.0,programmes,Coopération formations,"L’ISET Sfax collabore avec des universités tunisiennes (ex. : ENIS Sfax) et étrangères pour co-développer des programmes, échanger des enseignants et valider des équivalences.",/programmes/partenariats-academiques,
661.0,recherche,Quels sont les financements externes pour la recherche?,"Les laboratoires sollicitent des financements auprès du ministère, d’organismes comme le CNRST, et de partenaires industriels pour des projets appliqués, souvent en co-financement.",/recherche/financements-externes,
662.0,recherche,Subventions recherche,"Les laboratoires sollicitent des financements auprès du ministère, d’organismes comme le CNRST, et de partenaires industriels pour des projets appliqués, souvent en co-financement.",/recherche/financements-externes,
663.0,recherche,Aides extérieures recherche,"Les laboratoires sollicitent des financements auprès du ministère, d’organismes comme le CNRST, et de partenaires industriels pour des projets appliqués, souvent en co-financement.",/recherche/financements-externes,
664.0,recherche,Fonds pour projets scientifiques,"Les laboratoires sollicitent des financements auprès du ministère, d’organismes comme le CNRST, et de partenaires industriels pour des projets appliqués, souvent en co-financement.",/recherche/financements-externes,
665.0,recherche,Soutien financier recherche,"Les laboratoires sollicitent des financements auprès du ministère, d’organismes comme le CNRST, et de partenaires industriels pour des projets appliqués, souvent en co-financement.",/recherche/financements-externes,
666.0,logistique,Y a-t-il un service de prêt de matériel?,"Oui, certains outils (multimètres, kits électroniques) sont prêtés pour les TP sur présentation de la carte d’étudiant, avec retour obligatoire sous 48h.",/campus/pret-materiel,
667.0,logistique,Emprunter du matériel,"Oui, certains outils (multimètres, kits électroniques) sont prêtés pour les TP sur présentation de la carte d’étudiant, avec retour obligatoire sous 48h.",/campus/pret-materiel,
668.0,logistique,Prêt d’équipements,"Oui, certains outils (multimètres, kits électroniques) sont prêtés pour les TP sur présentation de la carte d’étudiant, avec retour obligatoire sous 48h.",/campus/pret-materiel,
669.0,logistique,Accès au matériel pédagogique,"Oui, certains outils (multimètres, kits électroniques) sont prêtés pour les TP sur présentation de la carte d’étudiant, avec retour obligatoire sous 48h.",/campus/pret-materiel,
670.0,logistique,Service location outils,"Oui, certains outils (multimètres, kits électroniques) sont prêtés pour les TP sur présentation de la carte d’étudiant, avec retour obligatoire sous 48h.",/campus/pret-materiel,
671.0,administration,Comment vérifier mon solde de frais?,"Connectez-vous à votre espace étudiant sur la plateforme numérique, rubrique ‘Finances’, pour voir votre solde et les reçus de paiement.",/administration/solde-frais,
672.0,administration,Consulter mes paiements,"Connectez-vous à votre espace étudiant sur la plateforme numérique, rubrique ‘Finances’, pour voir votre solde et les reçus de paiement.",/administration/solde-frais,
673.0,administration,Solde frais inscription,"Connectez-vous à votre espace étudiant sur la plateforme numérique, rubrique ‘Finances’, pour voir votre solde et les reçus de paiement.",/administration/solde-frais,
674.0,administration,Vérifier mon compte étudiant,"Connectez-vous à votre espace étudiant sur la plateforme numérique, rubrique ‘Finances’, pour voir votre solde et les reçus de paiement.",/administration/solde-frais,
675.0,administration,Situation financière,"Connectez-vous à votre espace étudiant sur la plateforme numérique, rubrique ‘Finances’, pour voir votre solde et les reçus de paiement.",/administration/solde-frais,
676.0,carriere,Comment participer à un forum emploi?,"Inscrivez-vous en ligne ou au bureau des carrières pour le forum annuel, préparez votre CV et venez rencontrer les entreprises participantes (entrée gratuite pour les étudiants).",/carrieres/forum-emploi,
677.0,carriere,Accès forum entreprises,"Inscrivez-vous en ligne ou au bureau des carrières pour le forum annuel, préparez votre CV et venez rencontrer les entreprises participantes (entrée gratuite pour les étudiants).",/carrieres/forum-emploi,
678.0,carriere,Rencontrer des recruteurs,"Inscrivez-vous en ligne ou au bureau des carrières pour le forum annuel, préparez votre CV et venez rencontrer les entreprises participantes (entrée gratuite pour les étudiants).",/carrieres/forum-emploi,
679.0,carriere,Participer à une journée emploi,"Inscrivez-vous en ligne ou au bureau des carrières pour le forum annuel, préparez votre CV et venez rencontrer les entreprises participantes (entrée gratuite pour les étudiants).",/carrieres/forum-emploi,
680.0,carriere,Forum carrière ISET,"Inscrivez-vous en ligne ou au bureau des carrières pour le forum annuel, préparez votre CV et venez rencontrer les entreprises participantes (entrée gratuite pour les étudiants).",/carrieres/forum-emploi,
681.0,technique,Quels sont les droits d’accès au réseau WiFi?,"Le WiFi ‘ISET-Student’ est réservé aux étudiants inscrits, avec un quota mensuel de 10 Go. L’accès est révoqué en cas d’usage abusif (ex. : téléchargements illégaux).",/services/wifi-droits,
682.0,technique,Qui peut utiliser le WiFi?,"Le WiFi ‘ISET-Student’ est réservé aux étudiants inscrits, avec un quota mensuel de 10 Go. L’accès est révoqué en cas d’usage abusif (ex. : téléchargements illégaux).",/services/wifi-droits,
683.0,technique,Accès internet campus,"Le WiFi ‘ISET-Student’ est réservé aux étudiants inscrits, avec un quota mensuel de 10 Go. L’accès est révoqué en cas d’usage abusif (ex. : téléchargements illégaux).",/services/wifi-droits,
684.0,technique,Conditions WiFi ISET,"Le WiFi ‘ISET-Student’ est réservé aux étudiants inscrits, avec un quota mensuel de 10 Go. L’accès est révoqué en cas d’usage abusif (ex. : téléchargements illégaux).",/services/wifi-droits,
685.0,technique,Règles réseau étudiant,"Le WiFi ‘ISET-Student’ est réservé aux étudiants inscrits, avec un quota mensuel de 10 Go. L’accès est révoqué en cas d’usage abusif (ex. : téléchargements illégaux).",/services/wifi-droits,
686.0,examens,Comment obtenir un report d’examen?,"Soumettez un justificatif (médical, officiel) au secrétariat pédagogique dans les 48h suivant l’examen manqué. Un report est possible uniquement pour les cas exceptionnels.",/etudes/report-examens,
687.0,examens,Décaler une épreuve,"Soumettez un justificatif (médical, officiel) au secrétariat pédagogique dans les 48h suivant l’examen manqué. Un report est possible uniquement pour les cas exceptionnels.",/etudes/report-examens,
688.0,examens,Report pour absence justifiée,"Soumettez un justificatif (médical, officiel) au secrétariat pédagogique dans les 48h suivant l’examen manqué. Un report est possible uniquement pour les cas exceptionnels.",/etudes/report-examens,
689.0,examens,Demander un nouvel horaire,"Soumettez un justificatif (médical, officiel) au secrétariat pédagogique dans les 48h suivant l’examen manqué. Un report est possible uniquement pour les cas exceptionnels.",/etudes/report-examens,
690.0,examens,Changement date examen,"Soumettez un justificatif (médical, officiel) au secrétariat pédagogique dans les 48h suivant l’examen manqué. Un report est possible uniquement pour les cas exceptionnels.",/etudes/report-examens,
691.0,international,Quels sont les critères pour une bourse de mobilité?,"Il faut une moyenne ≥ 12/20, un projet d’étude clair, et un niveau B2 en langue du pays d’accueil. Les dossiers sont évalués par le bureau international.",/international/bourse-mobilite,
692.0,international,Conditions bourse échange,"Il faut une moyenne ≥ 12/20, un projet d’étude clair, et un niveau B2 en langue du pays d’accueil. Les dossiers sont évalués par le bureau international.",/international/bourse-mobilite,
693.0,international,Éligibilité mobilité internationale,"Il faut une moyenne ≥ 12/20, un projet d’étude clair, et un niveau B2 en langue du pays d’accueil. Les dossiers sont évalués par le bureau international.",/international/bourse-mobilite,
694.0,international,Critères aide financière voyage,"Il faut une moyenne ≥ 12/20, un projet d’étude clair, et un niveau B2 en langue du pays d’accueil. Les dossiers sont évalués par le bureau international.",/international/bourse-mobilite,
695.0,international,Obtenir une bourse Erasmus,"Il faut une moyenne ≥ 12/20, un projet d’étude clair, et un niveau B2 en langue du pays d’accueil. Les dossiers sont évalués par le bureau international.",/international/bourse-mobilite,
696.0,vie_etudiante,Quels sont les coûts des activités extrascolaires?,"La plupart des clubs sont gratuits, mais certaines activités (sorties, compétitions) peuvent coûter entre 5 et 20 DT, avec des subventions possibles pour les membres actifs.",/vie-etudiante/couts-activites,
697.0,vie_etudiante,Prix des clubs,"La plupart des clubs sont gratuits, mais certaines activités (sorties, compétitions) peuvent coûter entre 5 et 20 DT, avec des subventions possibles pour les membres actifs.",/vie-etudiante/couts-activites,
698.0,vie_etudiante,Tarifs activités étudiantes,"La plupart des clubs sont gratuits, mais certaines activités (sorties, compétitions) peuvent coûter entre 5 et 20 DT, avec des subventions possibles pour les membres actifs.",/vie-etudiante/couts-activites,
699.0,vie_etudiante,Budget extrascolaire,"La plupart des clubs sont gratuits, mais certaines activités (sorties, compétitions) peuvent coûter entre 5 et 20 DT, avec des subventions possibles pour les membres actifs.",/vie-etudiante/couts-activites,
700.0,vie_etudiante,Frais pour associations,"La plupart des clubs sont gratuits, mais certaines activités (sorties, compétitions) peuvent coûter entre 5 et 20 DT, avec des subventions possibles pour les membres actifs.",/vie-etudiante/couts-activites,
701.0,inscription,Quels sont les délais pour déposer un recours d’admission?,"Vous avez 7 jours après la publication des résultats du concours pour déposer un recours écrit au service des admissions, avec justificatifs si applicable.",/admissions/recours-admission,
702.0,inscription,Contester un refus,"Vous avez 7 jours après la publication des résultats du concours pour déposer un recours écrit au service des admissions, avec justificatifs si applicable.",/admissions/recours-admission,
703.0,inscription,Délai recours admission,"Vous avez 7 jours après la publication des résultats du concours pour déposer un recours écrit au service des admissions, avec justificatifs si applicable.",/admissions/recours-admission,
704.0,inscription,Quand faire appel?,"Vous avez 7 jours après la publication des résultats du concours pour déposer un recours écrit au service des admissions, avec justificatifs si applicable.",/admissions/recours-admission,
705.0,inscription,Recours après concours,"Vous avez 7 jours après la publication des résultats du concours pour déposer un recours écrit au service des admissions, avec justificatifs si applicable.",/admissions/recours-admission,
706.0,programmes,Quels sont les modules optionnels disponibles?,"Les modules optionnels incluent l’intelligence artificielle, la gestion de projets, ou les énergies renouvelables, selon la filière. Inscrivez-vous en début de semestre via la plateforme.",/programmes/modules-optionnels,
707.0,programmes,Cours au choix ISET,"Les modules optionnels incluent l’intelligence artificielle, la gestion de projets, ou les énergies renouvelables, selon la filière. Inscrivez-vous en début de semestre via la plateforme.",/programmes/modules-optionnels,
708.0,programmes,Modules facultatifs,"Les modules optionnels incluent l’intelligence artificielle, la gestion de projets, ou les énergies renouvelables, selon la filière. Inscrivez-vous en début de semestre via la plateforme.",/programmes/modules-optionnels,
709.0,programmes,Options pédagogiques,"Les modules optionnels incluent l’intelligence artificielle, la gestion de projets, ou les énergies renouvelables, selon la filière. Inscrivez-vous en début de semestre via la plateforme.",/programmes/modules-optionnels,
710.0,programmes,Enseignements supplémentaires,"Les modules optionnels incluent l’intelligence artificielle, la gestion de projets, ou les énergies renouvelables, selon la filière. Inscrivez-vous en début de semestre via la plateforme.",/programmes/modules-optionnels,
711.0,recherche,Comment proposer un sujet de recherche?,"Présentez votre sujet à un enseignant-chercheur ou au responsable du laboratoire concerné. Si validé, il peut être intégré à un projet existant ou devenir un PFE.",/recherche/proposition-sujets,
712.0,recherche,Soumettre une idée recherche,"Présentez votre sujet à un enseignant-chercheur ou au responsable du laboratoire concerné. Si validé, il peut être intégré à un projet existant ou devenir un PFE.",/recherche/proposition-sujets,
713.0,recherche,Proposer un projet scientifique,"Présentez votre sujet à un enseignant-chercheur ou au responsable du laboratoire concerné. Si validé, il peut être intégré à un projet existant ou devenir un PFE.",/recherche/proposition-sujets,
714.0,recherche,Idées pour la recherche,"Présentez votre sujet à un enseignant-chercheur ou au responsable du laboratoire concerné. Si validé, il peut être intégré à un projet existant ou devenir un PFE.",/recherche/proposition-sujets,
715.0,recherche,Contribuer à un labo,"Présentez votre sujet à un enseignant-chercheur ou au responsable du laboratoire concerné. Si validé, il peut être intégré à un projet existant ou devenir un PFE.",/recherche/proposition-sujets,
716.0,logistique,Quels sont les moyens de paiement acceptés?,"Les paiements (frais, cantine) se font en espèces, par virement bancaire, ou via carte rechargeable étudiant. Les chèques ne sont pas acceptés.",/campus/moyens-paiement,
717.0,logistique,Comment payer à l’ISET?,"Les paiements (frais, cantine) se font en espèces, par virement bancaire, ou via carte rechargeable étudiant. Les chèques ne sont pas acceptés.",/campus/moyens-paiement,
718.0,logistique,Modes de règlement,"Les paiements (frais, cantine) se font en espèces, par virement bancaire, ou via carte rechargeable étudiant. Les chèques ne sont pas acceptés.",/campus/moyens-paiement,
719.0,logistique,Paiement frais campus,"Les paiements (frais, cantine) se font en espèces, par virement bancaire, ou via carte rechargeable étudiant. Les chèques ne sont pas acceptés.",/campus/moyens-paiement,
720.0,logistique,Options de paiement,"Les paiements (frais, cantine) se font en espèces, par virement bancaire, ou via carte rechargeable étudiant. Les chèques ne sont pas acceptés.",/campus/moyens-paiement,
721.0,administration,Comment obtenir un certificat de fin d’études?,"Après validation de tous vos crédits, demandez le certificat au service de scolarité avec votre CIN et un justificatif de paiement des frais restants (délai : 1 semaine).",/administration/certificat-fin-etudes,
722.0,administration,Document après diplôme,"Après validation de tous vos crédits, demandez le certificat au service de scolarité avec votre CIN et un justificatif de paiement des frais restants (délai : 1 semaine).",/administration/certificat-fin-etudes,
723.0,administration,Certificat de fin ISET,"Après validation de tous vos crédits, demandez le certificat au service de scolarité avec votre CIN et un justificatif de paiement des frais restants (délai : 1 semaine).",/administration/certificat-fin-etudes,
724.0,administration,Attestation fin de formation,"Après validation de tous vos crédits, demandez le certificat au service de scolarité avec votre CIN et un justificatif de paiement des frais restants (délai : 1 semaine).",/administration/certificat-fin-etudes,
725.0,administration,Preuve de fin d’études,"Après validation de tous vos crédits, demandez le certificat au service de scolarité avec votre CIN et un justificatif de paiement des frais restants (délai : 1 semaine).",/administration/certificat-fin-etudes,
726.0,carriere,Quels sont les secteurs qui recrutent à Sfax?,"À Sfax, les secteurs porteurs sont l’industrie textile, l’électronique, les TIC, et l’agroalimentaire, où les diplômés de l’ISET trouvent souvent des postes techniques ou de supervision.",/carrieres/secteurs-sfax,
727.0,carriere,Marché emploi local,"À Sfax, les secteurs porteurs sont l’industrie textile, l’électronique, les TIC, et l’agroalimentaire, où les diplômés de l’ISET trouvent souvent des postes techniques ou de supervision.",/carrieres/secteurs-sfax,
728.0,carriere,Secteurs porteurs Sfax,"À Sfax, les secteurs porteurs sont l’industrie textile, l’électronique, les TIC, et l’agroalimentaire, où les diplômés de l’ISET trouvent souvent des postes techniques ou de supervision.",/carrieres/secteurs-sfax,
729.0,carriere,Industries recrutant,"À Sfax, les secteurs porteurs sont l’industrie textile, l’électronique, les TIC, et l’agroalimentaire, où les diplômés de l’ISET trouvent souvent des postes techniques ou de supervision.",/carrieres/secteurs-sfax,
730.0,carriere,Opportunités emploi région,"À Sfax, les secteurs porteurs sont l’industrie textile, l’électronique, les TIC, et l’agroalimentaire, où les diplômés de l’ISET trouvent souvent des postes techniques ou de supervision.",/carrieres/secteurs-sfax,
731.0,technique,Comment installer les logiciels pédagogiques?,Les licences étudiantes sont accessibles via la plateforme numérique. Téléchargez les logiciels (ex. : MATLAB) avec vos identifiants et suivez les instructions d’installation fournies.,/services/installation-logiciels,
732.0,technique,Télécharger outils ISET,Les licences étudiantes sont accessibles via la plateforme numérique. Téléchargez les logiciels (ex. : MATLAB) avec vos identifiants et suivez les instructions d’installation fournies.,/services/installation-logiciels,
733.0,technique,Installation logiciels étudiants,Les licences étudiantes sont accessibles via la plateforme numérique. Téléchargez les logiciels (ex. : MATLAB) avec vos identifiants et suivez les instructions d’installation fournies.,/services/installation-logiciels,
734.0,technique,Configurer logiciels cours,Les licences étudiantes sont accessibles via la plateforme numérique. Téléchargez les logiciels (ex. : MATLAB) avec vos identifiants et suivez les instructions d’installation fournies.,/services/installation-logiciels,
735.0,technique,Accès logiciels perso,Les licences étudiantes sont accessibles via la plateforme numérique. Téléchargez les logiciels (ex. : MATLAB) avec vos identifiants et suivez les instructions d’installation fournies.,/services/installation-logiciels,
736.0,examens,Quels sont les taux de réussite aux examens?,"Le taux de réussite varie par filière, mais oscille entre 70% et 85% pour les examens finaux, selon les statistiques annuelles publiées par l’administration.",/etudes/taux-reussite,
737.0,examens,Statistiques réussite,"Le taux de réussite varie par filière, mais oscille entre 70% et 85% pour les examens finaux, selon les statistiques annuelles publiées par l’administration.",/etudes/taux-reussite,
738.0,examens,Pourcentage passage,"Le taux de réussite varie par filière, mais oscille entre 70% et 85% pour les examens finaux, selon les statistiques annuelles publiées par l’administration.",/etudes/taux-reussite,
739.0,examens,Résultats examens ISET,"Le taux de réussite varie par filière, mais oscille entre 70% et 85% pour les examens finaux, selon les statistiques annuelles publiées par l’administration.",/etudes/taux-reussite,
740.0,examens,Taux validation semestre,"Le taux de réussite varie par filière, mais oscille entre 70% et 85% pour les examens finaux, selon les statistiques annuelles publiées par l’administration.",/etudes/taux-reussite,
741.0,international,Comment valider un semestre à l’étranger?,"Signez un contrat d’études avec le bureau international avant départ, puis faites valider vos relevés de notes étrangers par votre département à votre retour.",/international/validation-echange,
742.0,international,Reconnaissance échange,"Signez un contrat d’études avec le bureau international avant départ, puis faites valider vos relevés de notes étrangers par votre département à votre retour.",/international/validation-echange,
743.0,international,Validation crédits internationaux,"Signez un contrat d’études avec le bureau international avant départ, puis faites valider vos relevés de notes étrangers par votre département à votre retour.",/international/validation-echange,
744.0,international,Équivalence semestre abroad,"Signez un contrat d’études avec le bureau international avant départ, puis faites valider vos relevés de notes étrangers par votre département à votre retour.",/international/validation-echange,
745.0,international,Crédits Erasmus+,"Signez un contrat d’études avec le bureau international avant départ, puis faites valider vos relevés de notes étrangers par votre département à votre retour.",/international/validation-echange,
746.0,vie_etudiante,Y a-t-il des initiatives écologiques à l’ISET Sfax?,"Oui, un club écologique organise des campagnes de recyclage, des plantations d’arbres et des ateliers sur les énergies renouvelables, ouverts à tous les étudiants.",/vie-etudiante/initiatives-ecologiques,
747.0,vie_etudiante,Projets environnementaux,"Oui, un club écologique organise des campagnes de recyclage, des plantations d’arbres et des ateliers sur les énergies renouvelables, ouverts à tous les étudiants.",/vie-etudiante/initiatives-ecologiques,
748.0,vie_etudiante,Actions éco-responsables,"Oui, un club écologique organise des campagnes de recyclage, des plantations d’arbres et des ateliers sur les énergies renouvelables, ouverts à tous les étudiants.",/vie-etudiante/initiatives-ecologiques,
749.0,vie_etudiante,Initiatives vertes campus,"Oui, un club écologique organise des campagnes de recyclage, des plantations d’arbres et des ateliers sur les énergies renouvelables, ouverts à tous les étudiants.",/vie-etudiante/initiatives-ecologiques,
750.0,vie_etudiante,Écologie à l’ISET,"Oui, un club écologique organise des campagnes de recyclage, des plantations d’arbres et des ateliers sur les énergies renouvelables, ouverts à tous les étudiants.",/vie-etudiante/initiatives-ecologiques,
751.0,inscription,Quels sont les avantages d’une inscription anticipée?,"Une inscription anticipée garantit votre place, vous donne priorité pour les options de spécialité et réduit les risques de problèmes techniques sur la plateforme en fin de période.",/admissions/inscription-anticipee,
752.0,inscription,Pourquoi s’inscrire tôt?,"Une inscription anticipée garantit votre place, vous donne priorité pour les options de spécialité et réduit les risques de problèmes techniques sur la plateforme en fin de période.",/admissions/inscription-anticipee,
753.0,inscription,Bénéfices inscription rapide,"Une inscription anticipée garantit votre place, vous donne priorité pour les options de spécialité et réduit les risques de problèmes techniques sur la plateforme en fin de période.",/admissions/inscription-anticipee,
754.0,inscription,Avantages pré-inscription,"Une inscription anticipée garantit votre place, vous donne priorité pour les options de spécialité et réduit les risques de problèmes techniques sur la plateforme en fin de période.",/admissions/inscription-anticipee,
755.0,inscription,Inscription avant délai,"Une inscription anticipée garantit votre place, vous donne priorité pour les options de spécialité et réduit les risques de problèmes techniques sur la plateforme en fin de période.",/admissions/inscription-anticipee,
756.0,programmes,Quels sont les cours de préparation au stage?,"Des ateliers sur la rédaction de rapports, la sécurité au travail et les compétences pratiques sont proposés avant chaque période de stage, inclus dans le programme.",/programmes/preparation-stage,
757.0,programmes,Modules avant stage,"Des ateliers sur la rédaction de rapports, la sécurité au travail et les compétences pratiques sont proposés avant chaque période de stage, inclus dans le programme.",/programmes/preparation-stage,
758.0,programmes,Préparation stage ISET,"Des ateliers sur la rédaction de rapports, la sécurité au travail et les compétences pratiques sont proposés avant chaque période de stage, inclus dans le programme.",/programmes/preparation-stage,
759.0,programmes,Cours pour expérience pro,"Des ateliers sur la rédaction de rapports, la sécurité au travail et les compétences pratiques sont proposés avant chaque période de stage, inclus dans le programme.",/programmes/preparation-stage,
760.0,programmes,Formation pré-stage,"Des ateliers sur la rédaction de rapports, la sécurité au travail et les compétences pratiques sont proposés avant chaque période de stage, inclus dans le programme.",/programmes/preparation-stage,
761.0,recherche,Quels sont les partenariats avec l’industrie pour la recherche?,Les laboratoires travaillent avec des entreprises comme STMicroelectronics et des PME locales sur des projets comme l’automatisation et les systèmes embarqués.,/recherche/partenariats-industrie,
762.0,recherche,Collaborations industrielles,Les laboratoires travaillent avec des entreprises comme STMicroelectronics et des PME locales sur des projets comme l’automatisation et les systèmes embarqués.,/recherche/partenariats-industrie,
763.0,recherche,Liens recherche-entreprises,Les laboratoires travaillent avec des entreprises comme STMicroelectronics et des PME locales sur des projets comme l’automatisation et les systèmes embarqués.,/recherche/partenariats-industrie,
764.0,recherche,Partenaires pros recherche,Les laboratoires travaillent avec des entreprises comme STMicroelectronics et des PME locales sur des projets comme l’automatisation et les systèmes embarqués.,/recherche/partenariats-industrie,
765.0,recherche,Coopération industrie Sfax,Les laboratoires travaillent avec des entreprises comme STMicroelectronics et des PME locales sur des projets comme l’automatisation et les systèmes embarqués.,/recherche/partenariats-industrie,
766.0,logistique,Y a-t-il des espaces de détente sur le campus?,"Oui, des espaces avec bancs, tables et zones ombragées sont aménagés près de la cafétéria et dans la cour centrale pour les pauses entre les cours.",/campus/espaces-detente,
767.0,logistique,Lieux de repos étudiants,"Oui, des espaces avec bancs, tables et zones ombragées sont aménagés près de la cafétéria et dans la cour centrale pour les pauses entre les cours.",/campus/espaces-detente,
768.0,logistique,Espaces relaxation,"Oui, des espaces avec bancs, tables et zones ombragées sont aménagés près de la cafétéria et dans la cour centrale pour les pauses entre les cours.",/campus/espaces-detente,
769.0,logistique,Où se détendre à l’ISET?,"Oui, des espaces avec bancs, tables et zones ombragées sont aménagés près de la cafétéria et dans la cour centrale pour les pauses entre les cours.",/campus/espaces-detente,
770.0,logistique,Zones de pause,"Oui, des espaces avec bancs, tables et zones ombragées sont aménagés près de la cafétéria et dans la cour centrale pour les pauses entre les cours.",/campus/espaces-detente,
771.0,administration,Comment signaler une erreur dans mon dossier?,"Rapprochez-vous du service de scolarité avec une pièce justificative (ex. : CIN) pour corriger toute erreur dans vos informations, sous 48h.",/administration/correction-dossier,
