id,category,question,answer,url
109,International,Existe-t-il des cours dispensés en anglais à l'ISET Sfax?,"Certains modules spécialisés, particulièrement dans les formations de mastère ou les programmes en partenariat international, sont dispensés en anglais à l'ISET Sfax pour faciliter la mobilité et préparer les étudiants au contexte international.",/relations-internationales/cours-en-anglais
110,International,Comment obtenir une attestation pour un visa d'études à l'étranger?,"Pour obtenir une attestation pour un visa d'études à l'étranger, les étudiants sélectionnés pour un programme d'échange doivent en faire la demande auprès du bureau des relations internationales qui délivrera les documents nécessaires en coordination avec l'institution partenaire.",/relations-internationales/documents-visa
111,International,Y a-t-il des financements spécifiques pour la mobilité internationale?,"Oui, des financements spécifiques sont disponibles pour la mobilité internationale, principalement à travers les bourses Erasmus+, les programmes de coopération bilatérale, et certaines fondations. Le montant et les conditions varient selon les programmes.",/relations-internationales/financement-mobilite
112,International,Comment valoriser une expérience internationale dans son parcours?,"Une expérience internationale est valorisée dans le parcours étudiant par la reconnaissance des crédits acquis à l'étranger (ECTS), l'enrichissement du CV, l'acquisition de compétences linguistiques et interculturelles, et potentiellement l'obtention d'un double diplôme.",/relations-internationales/valorisation-experience
113,International,L'ISET Sfax organise-t-il des événements internationaux?,"Oui, l'ISET Sfax organise régulièrement des événements internationaux comme des conférences scientifiques, des ateliers thématiques, des semaines internationales, et des rencontres interculturelles pour promouvoir les échanges et la coopération.",/relations-internationales/evenements
114,International,Comment préparer sa candidature pour un programme d'échange?,"Pour préparer sa candidature à un programme d'échange, l'étudiant doit constituer un dossier comprenant ses relevés de notes, une lettre de motivation, un CV, des lettres de recommandation, et éventuellement un certificat de compétence linguistique. Des ateliers de préparation sont organisés.",/relations-internationales/preparer-candidature
115,International,Quelles sont les destinations les plus populaires pour les étudiants de l'ISET Sfax?,"Les destinations les plus populaires pour les étudiants de l'ISET Sfax en mobilité internationale sont la France, l'Italie, l'Espagne, l'Allemagne et la Belgique en Europe, ainsi que certains pays du Maghreb et du Moyen-Orient pour des échanges régionaux.",/relations-internationales/destinations-populaires
116,International,Comment les crédits obtenus à l'étranger sont-ils reconnus?,"Les crédits obtenus à l'étranger sont reconnus selon le système ECTS (European Credit Transfer System). Un contrat d'études est établi avant le départ pour garantir la reconnaissance des cours suivis à l'étranger dans le cursus de l'étudiant à l'ISET Sfax.",/relations-internationales/reconnaissance-credits
117,International,Existe-t-il des summer schools ou programmes courts à l'international?,"Oui, l'ISET Sfax participe à des summer schools et programmes courts internationaux, permettant aux étudiants de vivre une expérience internationale condensée durant les vacances d'été ou d'hiver, souvent centrée sur une thématique spécifique.",/relations-internationales/programmes-courts
118,International,Comment contacter le bureau des relations internationales?,"Le bureau des relations internationales de l'ISET Sfax peut être contacté par email à international@isetsf.rnu.tn ou par téléphone au +216 74 431 XXX. Des permanences sont également assurées dans les locaux de l'administration selon un horaire affiché.",/relations-internationales/contact
119,International,L'ISET Sfax participe-t-il à des réseaux universitaires internationaux?,"Oui, l'ISET Sfax est membre de plusieurs réseaux universitaires internationaux comme le réseau des institutions technologiques méditerranéennes, l'association des universités francophones, et d'autres consortiums thématiques favorisant la coopération académique.",/relations-internationales/reseaux-universitaires
120,International,Comment se déroule l'accueil des professeurs invités internationaux?,"L'accueil des professeurs invités internationaux est coordonné par le bureau des relations internationales. Un programme est établi incluant les activités d'enseignement, des rencontres avec les équipes de recherche, et éventuellement des visites culturelles. Un logement et un support logistique sont fournis.",/relations-internationales/professeurs-invites
121,Stages et emploi,Comment trouver un stage en entreprise via l'ISET Sfax?,"Pour trouver un stage en entreprise, les étudiants peuvent consulter les offres publiées par le bureau des stages de l'ISET Sfax, participer aux forums entreprises organisés annuellement, ou solliciter l'aide de leurs enseignants qui disposent souvent d'un réseau professionnel.",/stages-emploi/recherche-stage
122,Stages et emploi,Quelle est la durée typique d'un stage de fin d'études?,"La durée typique d'un stage de fin d'études à l'ISET Sfax est de 4 à 6 mois pour les licences et jusqu'à 6 mois pour les mastères. Cette période permet aux étudiants de réaliser un projet significatif en entreprise.",/stages-emploi/duree-stage
123,Stages et emploi,Comment est évalué le stage de fin d'études?,"Le stage de fin d'études est évalué sur la base du rapport écrit, de la soutenance orale devant un jury, et de l'évaluation du maître de stage en entreprise. Ces trois composantes contribuent à la note finale selon une pondération définie par le département.",/stages-emploi/evaluation-stage
124,Stages et emploi,L'ISET Sfax organise-t-il des forums de recrutement?,"Oui, l'ISET Sfax organise annuellement un forum entreprises où les étudiants peuvent rencontrer des recruteurs potentiels, découvrir des opportunités de stages et d'emploi, et élargir leur réseau professionnel.",/stages-emploi/forum-entreprises
125,Stages et emploi,Existe-t-il une cellule d'aide à l'insertion professionnelle?,"Oui, l'ISET Sfax dispose d'une cellule d'insertion professionnelle qui accompagne les étudiants et jeunes diplômés dans leur recherche d'emploi, organise des ateliers sur les techniques de recherche d'emploi, et maintient des relations avec les employeurs.",/stages-emploi/insertion-professionnelle
126,Stages et emploi,Comment rédiger un bon CV et une lettre de motivation?,"La cellule d'insertion professionnelle de l'ISET Sfax propose régulièrement des ateliers sur la rédaction de CV et de lettres de motivation. Des modèles et conseils sont également disponibles sur l'intranet étudiant et des séances individuelles de coaching peuvent être proposées.",/stages-emploi/redaction-cv
127,Stages et emploi,Quel est le taux d'insertion professionnelle des diplômés?,"Le taux d'insertion professionnelle des diplômés de l'ISET Sfax varie selon les filières, mais se situe généralement entre 70% et 85% dans les 12 mois suivant l'obtention du diplôme. Les secteurs techniques comme l'informatique et l'électronique affichent les meilleurs taux.",/stages-emploi/taux-insertion
128,Stages et emploi,Les stages sont-ils rémunérés?,"La rémunération des stages dépend de la politique de l'entreprise d'accueil. Bien que non obligatoire en Tunisie pour les stages académiques, de nombreuses entreprises offrent une indemnité, particulièrement pour les stages de longue durée ou les projets de fin d'études.",/stages-emploi/remuneration-stages
129,Stages et emploi,Comment l'ISET Sfax aide-t-il les étudiants entrepreneurs?,"L'ISET Sfax soutient les étudiants entrepreneurs à travers son incubateur de projets, des formations spécialisées en entrepreneuriat, des concours d'innovation, et un accompagnement personnalisé pour la création d'entreprises technologiques.",/stages-emploi/entrepreneuriat-etudiant
130,Stages et emploi,Existe-t-il des conventions avec des entreprises pour les stages?,"Oui, l'ISET Sfax a établi des conventions-cadres avec de nombreuses entreprises régionales et nationales pour faciliter l'accueil des stagiaires. Ces partenariats assurent un flux régulier d'opportunités de stages pour les étudiants.",/stages-emploi/conventions-entreprises
131,Stages et emploi,Comment se préparer à un entretien d'embauche?,"La cellule d'insertion professionnelle propose des ateliers de préparation aux entretiens d'embauche, incluant des simulations, des conseils sur la présentation personnelle, et des techniques pour mettre en valeur ses compétences face aux recruteurs.",/stages-emploi/preparation-entretien
132,Stages et emploi,Les anciens diplômés peuvent-ils accéder aux services d'emploi?,"Oui, les anciens diplômés peuvent continuer à bénéficier des services de la cellule d'insertion professionnelle pendant deux ans après l'obtention de leur diplôme, incluant l'accès aux offres d'emploi et aux ateliers de formation.",/stages-emploi/services-anciens
133,Stages et emploi,Comment valoriser son stage dans son CV?,"Pour valoriser son stage dans son CV, il est recommandé de mettre en avant les compétences acquises, les projets réalisés, les résultats obtenus et les technologies maîtrisées, plutôt que de simplement mentionner l'entreprise et la durée.",/stages-emploi/valorisation-stage
134,Stages et emploi,Y a-t-il des périodes spécifiques pour effectuer un stage?,"Les stages de fin d'études se déroulent généralement au dernier semestre du cursus (février-juin pour les licences). Des stages d'été peuvent être effectués entre les années académiques, et certains programmes prévoient des alternances stage-formation.",/stages-emploi/periodes-stage
135,Stages et emploi,Peut-on effectuer un stage à l'étranger?,"Oui, les étudiants de l'ISET Sfax peuvent effectuer des stages à l'étranger, notamment grâce aux programmes d'échange internationaux comme Erasmus+ ou via les partenariats établis avec des entreprises internationales.",/stages-emploi/stages-internationaux
136,Stages et emploi,Comment l'ISET Sfax maintient-il le contact avec ses alumni?,"L'ISET Sfax maintient le contact avec ses alumni à travers l'association des anciens étudiants, un réseau LinkedIn dédié, des événements annuels de retrouvailles, et une newsletter spécifique partageant les succès et opportunités.",/stages-emploi/reseau-alumni
137,Stages et emploi,Les stages peuvent-ils déboucher sur une embauche?,"Oui, les stages constituent souvent une voie privilégiée vers l'embauche. Environ 30% des stagiaires de fin d'études à l'ISET Sfax se voient proposer un contrat dans leur entreprise d'accueil à l'issue du stage.",/stages-emploi/stages-vers-emploi
138,Stages et emploi,Comment l'ISET Sfax adapte-t-il ses formations aux besoins du marché?,"L'ISET Sfax adapte ses formations aux besoins du marché grâce à un conseil de perfectionnement incluant des professionnels, des enquêtes régulières auprès des employeurs, et la révision périodique des programmes pour intégrer les compétences émergentes.",/stages-emploi/adaptation-formations
139,Stages et emploi,Existe-t-il des formations en alternance à l'ISET Sfax?,"Certaines formations de l'ISET Sfax, particulièrement au niveau mastère professionnel, sont proposées en formule d'alternance, permettant aux étudiants de partager leur temps entre l'institut et l'entreprise pour une meilleure insertion professionnelle.",/stages-emploi/formations-alternance
140,Stages et emploi,Comment accéder aux offres d'emploi pour les diplômés?,"Les offres d'emploi pour les diplômés sont accessibles via la plateforme carrière de l'ISET Sfax, le groupe LinkedIn des alumni, et les tableaux d'affichage physiques et virtuels de la cellule d'insertion professionnelle.",/stages-emploi/offres-emploi
141,Infrastructure,Quels types de laboratoires sont disponibles à l'ISET Sfax?,"L'ISET Sfax dispose de laboratoires spécialisés dans chaque département : laboratoires d'informatique, d'électronique, d'automatisme, de mécanique, de résistance des matériaux, de génie civil, et de langues, tous équipés de matériel moderne et professionnel.",/infrastructure/laboratoires
142,Infrastructure,Comment accéder aux salles informatiques en dehors des heures de cours?,"Les salles informatiques sont accessibles en dehors des heures de cours selon un planning affiché à l'entrée de chaque salle. Les étudiants doivent présenter leur carte d'étudiant au responsable de salle et respecter le règlement d'utilisation.",/infrastructure/acces-salles-informatiques
143,Infrastructure,Existe-t-il des espaces de travail collaboratif?,"Oui, l'ISET Sfax dispose d'espaces de travail collaboratif dans la bibliothèque, d'espaces de coworking dans l'incubateur, et de salles de projet que les étudiants peuvent réserver pour leurs travaux de groupe.",/infrastructure/espaces-collaboratifs
144,Infrastructure,Quels équipements sportifs sont disponibles sur le campus?,"Le campus dispose d'un terrain de football, d'un terrain multisports, d'une salle de musculation, et d'espaces pour les sports individuels. Ces installations sont accessibles aux étudiants selon un planning établi par le service des sports.",/infrastructure/equipements-sportifs
145,Infrastructure,La bibliothèque propose-t-elle des ressources numériques?,"Oui, la bibliothèque de l'ISET Sfax offre un accès à des ressources numériques incluant des e-books, des revues scientifiques en ligne, des bases de données spécialisées, et des plateformes d'apprentissage accessibles via le réseau de l'institut ou à distance.",/infrastructure/bibliotheque-numerique
146,Infrastructure,Y a-t-il des salles d'étude disponibles 24h/24?,"Non, les salles d'étude ne sont pas disponibles 24h/24, mais la bibliothèque et certaines salles de travail sont ouvertes jusqu'à 20h en semaine et le samedi matin. Pendant les périodes d'examens, des horaires étendus peuvent être proposés.",/infrastructure/horaires-salles-etude
147,Infrastructure,Comment réserver une salle pour un événement étudiant?,"Pour réserver une salle pour un événement étudiant, il faut soumettre une demande écrite au service des affaires estudiantines au moins deux semaines à l'avance, précisant la nature de l'événement, la date, l'heure et les besoins spécifiques.",/infrastructure/reservation-salles
148,Infrastructure,L'ISET Sfax dispose-t-il d'un auditorium?,"Oui, l'ISET Sfax dispose d'un auditorium moderne d'une capacité de 300 places, équipé de systèmes audiovisuels avancés, utilisé pour les conférences, les cérémonies officielles et les grands événements culturels.",/infrastructure/auditorium
149,Infrastructure,Existe-t-il des laboratoires de langues?,"Oui, l'ISET Sfax dispose de laboratoires de langues équipés de matériel audiovisuel interactif permettant l'apprentissage pratique des langues étrangères, principalement l'anglais, le français et l'allemand.",/infrastructure/laboratoires-langues
150,Infrastructure,Comment accéder au réseau Wi-Fi du campus?,"Pour accéder au réseau Wi-Fi du campus, les étudiants doivent utiliser leurs identifiants institutionnels fournis lors de l'inscription. La couverture Wi-Fi s'étend à tous les bâtiments principaux et espaces communs du campus.",/infrastructure/wifi-campus
151,Infrastructure,Y a-t-il des imprimantes et photocopieurs à disposition des étudiants?,"Oui, des imprimantes et photocopieurs sont disponibles à la bibliothèque et dans certains départements. Un système de quota d'impression est appliqué, et les étudiants peuvent recharger leur compte à la régie de l'institut.",/infrastructure/services-impression
152,Infrastructure,Existe-t-il des infrastructures adaptées aux personnes à mobilité réduite?,"Oui, l'ISET Sfax a aménagé ses infrastructures pour les rendre accessibles aux personnes à mobilité réduite : rampes d'accès, ascenseurs, sanitaires adaptés et places de parking réservées sont disponibles sur l'ensemble du campus.",/infrastructure/accessibilite
153,Infrastructure,L'ISET Sfax dispose-t-il d'un service de maintenance informatique?,"Oui, un service de maintenance informatique est disponible pour résoudre les problèmes techniques sur les équipements de l'institut. Les étudiants peuvent signaler les dysfonctionnements via un formulaire en ligne ou auprès du responsable de salle.",/infrastructure/maintenance-informatique
154,Infrastructure,Comment est organisée la sécurité sur le campus?,"La sécurité sur le campus est assurée par un service de gardiennage présent 24h/24, un système de vidéosurveillance dans les zones sensibles, et un contrôle d'accès aux bâtiments en dehors des heures d'ouverture régulières.",/infrastructure/securite-campus
155,Infrastructure,Existe-t-il des espaces verts et de détente?,"Oui, le campus comprend plusieurs espaces verts aménagés avec des bancs et des zones ombragées, ainsi qu'une place centrale servant de lieu de rencontre et de détente pour la communauté de l'institut.",/infrastructure/espaces-verts
156,Infrastructure,Les salles de cours sont-elles équipées de matériel audiovisuel?,"Oui, la majorité des salles de cours sont équipées de vidéoprojecteurs, d'écrans et de systèmes audio. Les amphithéâtres disposent d'équipements plus avancés incluant des systèmes de sonorisation et d'enregistrement.",/infrastructure/equipement-audiovisuel
157,Infrastructure,Comment fonctionnent les laboratoires de travaux pratiques?,"Les laboratoires de travaux pratiques fonctionnent par groupes restreints d'étudiants selon un planning établi. Chaque séance est encadrée par un enseignant et éventuellement un technicien spécialisé, avec des postes de travail équipés du matériel nécessaire.",/infrastructure/fonctionnement-tp
158,Infrastructure,Y a-t-il des casiers disponibles pour les étudiants?,"Oui, des casiers sont disponibles pour les étudiants dans certains bâtiments, particulièrement près des laboratoires techniques. L'attribution se fait en début d'année auprès du service de scolarité, avec une caution remboursable.",/infrastructure/casiers-etudiants
159,Infrastructure,Existe-t-il un fab lab ou un espace de prototypage?,"Oui, l'ISET Sfax dispose d'un fab lab équipé d'imprimantes 3D, de machines à découpe laser, et d'outils de prototypage rapide. Cet espace est accessible aux étudiants pour leurs projets après une formation initiale aux équipements.",/infrastructure/fablab
160,Infrastructure,Comment sont équipés les laboratoires de recherche?,"Les laboratoires de recherche sont équipés d'instruments spécialisés selon leur domaine : équipements d'analyse et de mesure, systèmes embarqués, outils de simulation numérique, et matériel d'expérimentation avancé, financés par des projets de recherche nationaux et internationaux.",/infrastructure/equipement-recherche
161,Calendrier,Quand commence l'année universitaire à l'ISET Sfax?,"L'année universitaire à l'ISET Sfax commence généralement mi-septembre pour les étudiants de 2ème et 3ème année, et début octobre pour les nouveaux inscrits en 1ère année. Une semaine d'intégration est organisée pour ces derniers.",/calendrier/rentree-universitaire
162,Calendrier,Quelles sont les dates des examens du premier semestre à l'ISET Sfax?,"Les examens du premier semestre à l'ISET Sfax se déroulent généralement durant les deux dernières semaines de janvier. Les dates précises sont communiquées par l'administration environ un mois avant le début des épreuves via le site web et les tableaux d'affichage.",/calendrier/examens-premier-semestre
163,Calendrier,Quand se déroulent les examens du deuxième semestre à l'ISET Sfax?,"Les examens du deuxième semestre à l'ISET Sfax sont programmés habituellement durant les deux dernières semaines de mai. Le calendrier détaillé est publié sur le site de l'institut et affiché dans les départements environ trois semaines avant le début des épreuves.",/calendrier/examens-deuxieme-semestre
164,Calendrier,Quelles sont les dates des sessions de rattrapage à l'ISET Sfax?,"Les sessions de rattrapage à l'ISET Sfax sont organisées généralement début juillet, environ deux semaines après la publication des résultats des examens du deuxième semestre. Les étudiants concernés doivent s'inscrire aux matières à rattraper selon les procédures indiquées par l'administration.",/calendrier/sessions-rattrapage
165,Calendrier,Quand ont lieu les vacances universitaires à l'ISET Sfax?,"L'ISET Sfax suit le calendrier universitaire national avec les vacances suivantes : vacances d'hiver (dernière semaine de décembre et première semaine de janvier), vacances de printemps (une semaine fin mars), et vacances d'été (de fin juin à mi-septembre). Des jours fériés supplémentaires sont observés pour les fêtes nationales et religieuses.",/calendrier/vacances-universitaires
166,Calendrier,Quand commence l'inscription administrative à l'ISET Sfax?,"L'inscription administrative pour les nouveaux étudiants à l'ISET Sfax débute généralement mi-août et se poursuit jusqu'à fin septembre. Pour les étudiants déjà inscrits, la période de réinscription commence début août et se termine mi-septembre. Les dates précises sont publiées annuellement sur le site web de l'institut.",/calendrier/inscription-administrative
167,Calendrier,Quand sont publiés les résultats des examens à l'ISET Sfax?,"Les résultats des examens du premier semestre sont généralement publiés mi-février, tandis que ceux du deuxième semestre sont disponibles vers mi-juin. Les résultats de la session de rattrapage sont communiqués fin juillet. Tous les résultats sont affichés dans les départements et disponibles sur l'espace étudiant du site web.",/calendrier/publication-resultats
168,Calendrier,Quelle est la date limite pour déposer une demande de changement de filière à l'ISET Sfax?,"La date limite pour déposer une demande de changement de filière à l'ISET Sfax est fixée à une semaine après la publication des résultats finaux (après la session de rattrapage). Les demandes doivent être soumises au service de scolarité avec justificatifs appropriés. Les réponses sont communiquées avant la rentrée universitaire.",/calendrier/changement-filiere
169,Calendrier,Quand se déroulent les soutenances de PFE à l'ISET Sfax?,"Les soutenances de Projets de Fin d'Études (PFE) à l'ISET Sfax se déroulent généralement durant la première quinzaine de juin pour la session principale et la première semaine de septembre pour la session exceptionnelle. Les dates exactes sont fixées par département et communiquées aux étudiants concernés un mois à l'avance.",/calendrier/soutenances-pfe
170,Calendrier,Quelles sont les horaires des cours à l'ISET Sfax?,"Les cours à l'ISET Sfax se déroulent du lundi au samedi, de 8h00 à 18h00. La durée d'une séance est de 1h30. Une pause déjeuner est prévue entre 12h00 et 13h30. Les emplois du temps spécifiques par groupe et par semestre sont affichés dans les départements et disponibles sur l'espace étudiant du site.",/calendrier/horaires-cours
171,Calendrier,Quand sont programmées les réunions d'information de rentrée à l'ISET Sfax?,"Les réunions d'information de rentrée à l'ISET Sfax sont organisées pendant la première semaine de cours. Pour les nouveaux étudiants, elles ont lieu durant la semaine d'intégration, début octobre. Ces réunions sont obligatoires car elles présentent l'organisation des études, les règlements et les services disponibles.",/calendrier/reunions-information-rentree
172,Calendrier,Quand peut-on consulter les emplois du temps à l'ISET Sfax?,"Les emplois du temps à l'ISET Sfax sont publiés une semaine avant le début des cours de chaque semestre. Ils sont disponibles sur le site web de l'institut, affichés dans les départements et accessibles via l'espace étudiant. Des mises à jour peuvent être effectuées durant les deux premières semaines du semestre.",/calendrier/consultation-emplois-temps
173,Calendrier,À quelle date faut-il commencer à chercher un stage à l'ISET Sfax?,"La recherche de stage à l'ISET Sfax devrait idéalement commencer 3 mois avant la période prévue. Pour les stages de PFE (février-mai), il est recommandé de débuter les recherches dès octobre. Pour les stages d'été, commencez vos démarches en mars. Le bureau des stages peut vous accompagner dans cette recherche.",/calendrier/recherche-stage
174,Calendrier,Quand sont organisées les journées portes ouvertes à l'ISET Sfax?,"Les journées portes ouvertes à l'ISET Sfax sont généralement organisées durant la deuxième quinzaine de mars. Ces journées permettent aux futurs bacheliers de découvrir l'institut, ses filières et ses installations. Des démonstrations et des rencontres avec étudiants et enseignants sont au programme.",/calendrier/journees-portes-ouvertes
175,Calendrier,Quelle est la période d'orientation universitaire pour les bacheliers souhaitant intégrer l'ISET Sfax?,"La période d'orientation universitaire pour les bacheliers souhaitant intégrer l'ISET Sfax débute généralement une semaine après l'annonce des résultats du baccalauréat (fin juin) et dure environ deux semaines. Les candidats doivent suivre la procédure d'orientation sur le site www.orientation.tn et placer l'ISET Sfax parmi leurs choix.",/calendrier/orientation-universitaire
176,Calendrier,Quand débute la période des stages PFE à l'ISET Sfax?,"La période des stages PFE à l'ISET Sfax débute officiellement le 1er février et s'étend jusqu'à fin mai, pour une durée totale de quatre mois. Une convention de stage doit être signée et déposée au service des stages avant le démarrage. Les étudiants peuvent commencer leurs recherches dès le début du premier semestre.",/calendrier/periode-stages-pfe
177,Calendrier,Quelles sont les dates des conseils de classe à l'ISET Sfax?,"Les conseils de classe à l'ISET Sfax se réunissent deux fois par an : mi-février pour délibérer sur les résultats du premier semestre, et début juin pour le deuxième semestre. Un conseil supplémentaire a lieu fin juillet après la session de rattrapage. Ces conseils décident du passage des étudiants au niveau supérieur.",/calendrier/conseils-classe
178,Calendrier,Quand se déroulent les élections des représentants étudiants à l'ISET Sfax?,"Les élections des représentants étudiants à l'ISET Sfax se déroulent généralement durant la première quinzaine de novembre. Chaque groupe élit un délégué qui participera aux réunions avec l'administration et les enseignants. Les candidatures sont ouvertes deux semaines avant la date des élections.",/calendrier/elections-representants-etudiants
179,Calendrier,À quelle date faut-il déposer les demandes de bourse et de logement universitaire à l'ISET Sfax?,"Les demandes de bourse et de logement universitaire pour les étudiants de l'ISET Sfax doivent être déposées entre début juillet et mi-août via le site de l'Office des Œuvres Universitaires (www.oous.rnu.tn). Les nouveaux bacheliers doivent soumettre leur demande dès l'obtention de leur affectation à l'ISET Sfax.",/calendrier/demandes-bourse-logement
180,Calendrier,Quand sont programmées les activités culturelles et sportives à l'ISET Sfax?,"Les activités culturelles et sportives à l'ISET Sfax sont programmées principalement les mercredis après-midi, période réservée aux activités parascolaires. Un calendrier détaillé est publié en début d'année universitaire. Les événements majeurs comme le tournoi sportif inter-départements se déroulent généralement en avril.",/calendrier/activites-culturelles-sportives
181,Contact,Quelle est l'adresse exacte de l'ISET Sfax?,"L'adresse exacte de l'ISET Sfax est : Institut Supérieur des Études Technologiques de Sfax, Route de Mahdia Km 2.5, BP 88A, 3099 Sfax, Tunisie.",/contact/adresse-exacte
182,Contact,Quel est le numéro de téléphone du standard de l'ISET Sfax?,"Le numéro de téléphone du standard de l'ISET Sfax est le (+216) 74 431 133. Ce numéro est disponible pendant les heures de travail administratif, du lundi au vendredi de 8h30 à 17h30 et le samedi de 8h30 à 13h00.",/contact/telephone-standard
183,Contact,Quel est le numéro de fax de l'ISET Sfax?,"Le numéro de fax de l'ISET Sfax est le (+216) 74 431 282. Ce service est disponible 24h/24 pour la réception des documents officiels.",/contact/numero-fax
184,Contact,Quelle est l'adresse e-mail officielle de l'ISET Sfax?,"L'adresse e-mail officielle de l'ISET Sfax est contact@isetsf.rnu.tn. Cette adresse peut être utilisée pour toute demande d'information générale ou pour contacter l'administration.",/contact/email-officiel
185,Contact,Comment contacter le service de scolarité de l'ISET Sfax?,"Le service de scolarité de l'ISET Sfax peut être contacté par téléphone au (+216) 74 431 144 ou par e-mail à scolarite@isetsf.rnu.tn. Vous pouvez également vous rendre directement au bureau de la scolarité situé au bâtiment administratif, ouvert du lundi au vendredi de 8h30 à 15h30 et le samedi de 8h30 à 12h30.",/contact/service-scolarite
186,Contact,Comment contacter le directeur de l'ISET Sfax?,"Pour contacter le directeur de l'ISET Sfax, vous pouvez prendre rendez-vous auprès de son secrétariat au (+216) 74 431 134 ou envoyer un e-mail à directeur@isetsf.rnu.tn. Pour les questions urgentes, une permanence est assurée tous les mardis matin de 9h00 à 12h00 sans rendez-vous.",/contact/contacter-directeur
187,Contact,Quels sont les horaires d'ouverture de la bibliothèque de l'ISET Sfax?,"La bibliothèque de l'ISET Sfax est ouverte du lundi au vendredi de 8h00 à 18h00 et le samedi de 8h00 à 13h00. Elle reste fermée pendant les jours fériés et observe des horaires réduits pendant les vacances universitaires (généralement de 9h00 à 15h00).",/contact/horaires-bibliotheque
188,Contact,Comment contacter le service des stages et d'insertion professionnelle de l'ISET Sfax?,"Le service des stages et d'insertion professionnelle de l'ISET Sfax peut être contacté au (+216) 74 431 155 ou par e-mail à stages@isetsf.rnu.tn. Le bureau est situé au 2ème étage du bâtiment des départements et est ouvert aux étudiants du lundi au vendredi de 9h00 à 16h00.",/contact/service-stages
189,Contact,Quels sont les horaires d'ouverture du restaurant universitaire de l'ISET Sfax?,"Le restaurant universitaire de l'ISET Sfax est ouvert pour le petit-déjeuner de 7h00 à 8h30, pour le déjeuner de 11h30 à 14h00, et pour le dîner de 18h30 à 20h00 (uniquement pour les résidents des foyers universitaires). Ces horaires peuvent être légèrement modifiés pendant le mois de Ramadan et les vacances.",/contact/horaires-restaurant-universitaire
190,Contact,Comment contacter les différents départements de l'ISET Sfax ?,"Pour contacter les départements de l'ISET Sfax, vous pouvez utiliser les coordonnées suivantes : - Département Génie Électrique : (+216) 74 431 160 ou dept.ge@isetsf.rnu.tn - Département Génie Mécanique : (+216) 74 431 170 ou dept.gm@isetsf.rnu.tn - Département Génie Informatique : (+216) 74 431 180 ou dept.info@isetsf.rnu.tn - Département Sciences Économiques et Gestion : (+216) 74 431 190 ou dept.seg@isetsf.rnu.tn. Les bureaux des départements sont ouverts du lundi au vendredi de 8h30 à 16h30.",/contact/departements-contacts
191,Contact,Quel est le site web officiel de l'ISET Sfax?,"Le site web officiel de l'ISET Sfax est https://isetsf.rnu.tn/. Ce site contient toutes les informations relatives aux formations, aux actualités et aux services offerts par l'institut.",/contact/site-web-officiel
192,Contact,Comment contacter le service informatique en cas de problème technique à l'ISET Sfax?,"Le service informatique de l'ISET Sfax peut être contacté au (+216) 74 431 166 ou par e-mail à support.info@isetsf.rnu.tn. Pour les problèmes urgents concernant les laboratoires ou les salles informatiques, un technicien est disponible au bureau S12 au rez-de-chaussée du bâtiment principal.",/contact/service-informatique
193,Contact,Comment accéder au campus de l'ISET Sfax en transport en commun?,"Le campus de l'ISET Sfax est accessible en transport en commun via les lignes de bus urbains n°5 et n°10 depuis le centre-ville de Sfax. L'arrêt \"ISET\" se trouve juste devant l'entrée principale. Les bus passent toutes les 15 minutes en heures de pointe et toutes les 30 minutes le reste de la journée.",/contact/acces-transport-commun
194,Contact,Existe-t-il des pages officielles de l'ISET Sfax sur les réseaux sociaux ?,"Oui, l'ISET Sfax dispose de pages officielles sur plusieurs réseaux sociaux : - Facebook : @ISETSfaxOfficiel - Instagram : @iset_sfax_officiel - LinkedIn : Institut Supérieur des Études Technologiques de Sfax. Ces pages sont régulièrement mises à jour avec les actualités et événements de l'institut.",/contact/reseaux-sociaux
195,Contact,Comment contacter l'association des anciens étudiants de l'ISET Sfax?,"L'association des anciens étudiants de l'ISET Sfax peut être contactée par e-mail à alumni@isetsf.rnu.tn ou via sa page Facebook @AlumniISETSfax. L'association dispose également d'un bureau au sein du campus, ouvert les mercredis et vendredis après-midi de 14h00 à 17h00.",/contact/association-anciens
196,Contact,Quels sont les horaires d'ouverture du service de santé universitaire à l'ISET Sfax?,"Le service de santé universitaire de l'ISET Sfax est ouvert du lundi au vendredi de 9h00 à 16h00. Une permanence médicale est assurée par un médecin les lundis, mercredis et vendredis, et par une infirmière tous les jours. En cas d'urgence en dehors de ces horaires, contactez le gardien au (+216) 74 431 111.",/contact/service-sante
197,Contact,Comment contacter le bureau de la vie étudiante de l'ISET Sfax?,"Le bureau de la vie étudiante de l'ISET Sfax peut être contacté au (+216) 74 431 177 ou par e-mail à vie.etudiante@isetsf.rnu.tn. Ce bureau, situé au 1er étage du bâtiment administratif, est responsable des activités culturelles, sportives et associatives. Il est ouvert du lundi au vendredi de 9h00 à 16h00.",/contact/bureau-vie-etudiante
198,Contact,Comment prendre rendez-vous avec un conseiller d'orientation à l'ISET Sfax?,"Pour prendre rendez-vous avec un conseiller d'orientation à l'ISET Sfax, contactez le service d'orientation et d'encadrement au (+216) 74 431 188 ou par e-mail à orientation@isetsf.rnu.tn. Les consultations sont disponibles du lundi au jeudi de 9h00 à 15h00, sur rendez-vous uniquement.",/contact/conseiller-orientation
